,manga_id,Title,url
2101,67450,"Denka, Anata ga Suteta Onna ga Honmono no Seijo desu (Light Novel)",https://www.anime-planet.com/manga/denka-anata-ga-suteta-onna-ga-honmono-no-seijo-desu-light-novel
2102,76077,"Denka, Chotto Hitokoto Yoroshii Desu ka? Munou na Akujo da to Nonoshirarete Konyaku Haki Saresou Desu ga, Sono Mae ni Anata no Akuji wo Abakasete Itadakimasu ne! (Light Novel)",https://www.anime-planet.com/manga/denka-chotto-hitokoto-yoroshii-desu-ka-munou-na-akujo-da-to-nonoshirarete-konyaku-haki-saresou-desu-ga-sono-mae-ni-anata-no-akuji-wo-abakasete-itadakimasu-ne-light-novel
2103,82945,Denka ga Hitome Hore Shita Reijou no Shoutai wa Anata no Goei Kishi desu (Light Novel),https://www.anime-planet.com/manga/denka-ga-hitome-hore-shita-reijou-no-shoutai-wa-anata-no-goei-kishi-desu-light-novel
2104,49258,Denka no Aizou to Biyaku no Wana: Reijou wa Enzai ni Madou (Light Novel),https://www.anime-planet.com/manga/denka-no-aizou-to-biyaku-no-wana-reijou-wa-enzai-ni-madou-light-novel
2105,92100,"Denka no Kishi na no ni “Unmei no Monshou” ga Hatsugen Shita kedo, Kono Mama Otoko de Toushicha Dame desu ka? (Light Novel)",https://www.anime-planet.com/manga/denka-no-kishi-na-no-ni-unmei-no-monshou-ga-hatsugen-shita-kedo-kono-mama-otoko-de-toushicha-dame-desu-ka-light-novel
2106,96771,"Denka, Osagashi no Seirei no Itoshigo wa Soko no Imouto de wa Arimasen! Hissori Ikitekimashita ga, Kyou mo Ouji to Seirei ni Dekiai Sareteimasu! (Light Novel)",https://www.anime-planet.com/manga/denka-osagashi-no-seirei-no-itoshigo-wa-soko-no-imouto-de-wa-arimasen-hissori-ikitekimashita-ga-kyou-mo-ouji-to-seirei-ni-dekiai-sareteimasu-light-novel
2107,87046,Denka to wa Keiyaku Kekkon no Hazu desu ga! Konyaku Haki wa Netsuai no Hajimari (Light Novel),https://www.anime-planet.com/manga/denka-to-wa-keiyaku-kekkon-no-hazu-desu-ga-konyaku-haki-wa-netsuai-no-hajimari-light-novel
2108,40563,Den-noh Coil (Light Novel),https://www.anime-planet.com/manga/den-noh-coil-light-novel
2109,100722,Dennou Bunny to Game Mono. (Light Novel),https://www.anime-planet.com/manga/dennou-bunny-to-game-mono-light-novel
2110,95239,Dennou Kakugi Megafist Girls (Light Novel),https://www.anime-planet.com/manga/dennou-kakugi-megafist-girls-light-novel
2111,58268,Dennou Senki Angel Force (Light Novel),https://www.anime-planet.com/manga/dennou-senki-angel-force-light-novel
2112,26403,Denpachi (Light Novel),https://www.anime-planet.com/manga/denpachi-light-novel
2113,46552,Denpa na Megami no Iru Nichijou (Light Novel),https://www.anime-planet.com/manga/denpa-na-megami-no-iru-nichijou-light-novel
2114,12505,Denpa Onna to Seishun Otoko (Light Novel),https://www.anime-planet.com/manga/denpa-onna-to-seishun-otoko-light-novel
2115,38210,Denpa Teki na Kanojo (Light Novel),https://www.anime-planet.com/manga/denpa-teki-na-kanojo-light-novel
2116,30000,"Densetsu no Kabe wo Koe, Donsuru Kabedon (Light Novel)",https://www.anime-planet.com/manga/densetsu-no-kabe-wo-koe-donsuru-kabedon-light-novel
2117,95347,Densetsu no Kyuuseishu no Hogosha (Light Novel),https://www.anime-planet.com/manga/densetsu-no-kyuuseishu-no-hogosha-light-novel
2118,62271,"Densetsu no Madou Ou, Sennengo no Sekai de Shinnyuusei ni Naru (Light Novel)",https://www.anime-planet.com/manga/densetsu-no-madou-ou-sennengo-no-sekai-de-shinnyuusei-ni-naru-light-novel
2119,97687,"Densetsu no Oneesan-tachi ga, Yuusha no Iu Koto wo Kiite Kurenai no desu ga (Light Novel)",https://www.anime-planet.com/manga/densetsu-no-oneesan-tachi-ga-yuusha-no-iu-koto-wo-kiite-kurenai-no-desu-ga-light-novel
2120,79893,Densetsu no Ore (Light Novel),https://www.anime-planet.com/manga/densetsu-no-ore-light-novel
